val_pr_auc,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.5126965045928955,1779921036,,False,1,96336233,2026-05-28_04-30-36,19.345022916793823,19.345022916793823,19984,DESKTOP-94BN0ID,127.0.0.1,19.345022916793823,1
