iter	RMSE
307	1768.269745
308	1767.882372
309	1767.285671
310	1766.913668
311	1766.508344
312	1765.977249
313	1765.461186
314	1764.843559
315	1764.158968
316	1763.402411
317	1762.857448
318	1762.081036
319	1761.610269
320	1760.937644
321	1760.328124
322	1759.606539
323	1759.176172
324	1758.798223
325	1758.320659
326	1757.89597
327	1757.420119
328	1757.095904
329	1756.393756
330	1755.729648
331	1754.996186
332	1754.030276
333	1753.342837
334	1752.758144
335	1752.225322
336	1751.681245
337	1751.343829
338	1750.572962
339	1749.925825
340	1749.422735
341	1748.618894
342	1747.920859
343	1747.518636
344	1747.189077
345	1746.545978
346	1746.251815
347	1745.619897
348	1744.959813
349	1744.258007
350	1743.853063
351	1743.285089
352	1742.861093
353	1742.477149
354	1742.153286
355	1741.631975
356	1740.990657
357	1740.563406
358	1740.171021
359	1739.616488
360	1738.913856
361	1737.993532
362	1737.709317
363	1736.850263
364	1736.623094
365	1736.261504
366	1735.9672
367	1735.461388
368	1734.997419
369	1734.308368
370	1733.763531
371	1733.45445
372	1732.852776
373	1732.151968
374	1731.506018
375	1730.886367
376	1730.223599
377	1729.420525
378	1728.898005
379	1728.236796
380	1727.530744
381	1726.877915
382	1725.862687
383	1725.00842
384	1724.338033
385	1723.694853
386	1723.120567
387	1722.725408
388	1722.3003
389	1721.888755
390	1721.618979
391	1721.050919
392	1720.381362
393	1719.824507
394	1719.220567
395	1718.68908
396	1718.143864
397	1717.796126
398	1717.358234
399	1716.995708
400	1716.491173
401	1715.944803
402	1715.529907
403	1714.73437
404	1714.415373
405	1713.82644
406	1713.254715
407	1712.758755
408	1712.213063
409	1711.838435
410	1711.260495
411	1710.760872
412	1710.391235
413	1709.877764
414	1709.363764
415	1708.87775
416	1708.401732
417	1708.15631
418	1707.886861
419	1707.701855
420	1707.012541
421	1706.531
422	1706.028148
423	1705.739219
424	1705.39792
425	1705.092824
426	1704.695426
427	1704.481336
428	1703.831426
429	1703.617813
430	1703.154585
431	1702.439453
432	1702.044035
433	1701.401729
434	1701.112475
435	1700.183599
436	1699.765529
437	1698.998221
438	1698.629499
439	1698.263305
440	1697.656301
441	1697.136019
442	1696.791165
443	1696.271072
444	1695.690896
445	1695.445688
446	1695.013768
447	1694.871731
448	1694.444162
449	1693.95783
450	1693.199733
451	1692.869188
452	1692.306871
453	1691.7116
454	1691.055929
455	1690.511994
456	1690.019348
457	1689.558737
458	1689.242225
459	1689.019427
460	1688.591734
461	1688.456285
462	1688.247162
463	1687.419345
464	1687.040588
465	1686.832886
466	1686.328151
467	1686.155759
468	1685.746406
469	1685.258823
470	1685.002132
471	1684.288928
472	1683.834235
473	1683.417479
474	1683.281242
475	1682.742641
476	1682.275599
477	1681.792937
478	1681.329255
479	1681.076206
480	1680.748019
481	1680.3482
482	1679.934689
483	1679.541528
484	1679.0964
485	1678.601643
486	1678.35436
487	1677.613713
488	1677.158217
489	1676.965
490	1676.706289
491	1675.997153
492	1675.305409
493	1674.530264
494	1673.874714
495	1673.64131
496	1673.107937
497	1672.767125
498	1672.473913
499	1672.027567
500	1671.829384
501	1671.380042
502	1670.901982
503	1670.301738
504	1669.845973
505	1668.95701
506	1668.510942
507	1668.288539
508	1667.986293
509	1667.447913
510	1667.029598
511	1666.562219
512	1666.313209
513	1665.860701
514	1665.227046
515	1664.610208
516	1664.279401
517	1663.648577
518	1663.105251
519	1662.267409
520	1661.751944
521	1661.55285
522	1661.183742
523	1660.799559
524	1659.912426
525	1659.65214
526	1659.17198
527	1658.836164
528	1658.353476
529	1657.748736
530	1657.538491
531	1657.241928
532	1656.420494
533	1656.118346
534	1655.930783
535	1655.402108
536	1654.917316
537	1654.783707
538	1654.384517
539	1654.043162
540	1653.496674
541	1653.11216
542	1652.259271
543	1651.651199
544	1651.437036
545	1651.004445
546	1650.480821
547	1650.052869
548	1649.740621
549	1649.548475
550	1649.204472
551	1648.312601
552	1648.045667
553	1647.643431
554	1646.962363
555	1646.663147
556	1646.337619
557	1645.500398
558	1644.72709
559	1644.460193
560	1644.079395
561	1643.719341
562	1643.384464
563	1643.246084
564	1642.880079
565	1642.594293
566	1641.73817
567	1641.114987
568	1640.731529
569	1640.327993
570	1639.83768
571	1639.656273
572	1639.459811
573	1639.324496
574	1639.148239
575	1638.800245
576	1638.67417
577	1638.163057
578	1637.794139
579	1637.478179
580	1636.801478
581	1636.677028
582	1635.867269
583	1635.652183
584	1635.330775
585	1635.026277
586	1634.5346
587	1634.197143
588	1633.724605
589	1633.189246
590	1632.864713
591	1632.405522
592	1631.930351
593	1631.56737
594	1631.07028
595	1630.881949
596	1630.546373
597	1629.925638
598	1629.312118
599	1628.981371
600	1628.697999
601	1628.273167
602	1628.013052
603	1627.921886
604	1627.557309
605	1627.382371
606	1626.862657
607	1626.449079
608	1626.166395
609	1625.610447
610	1624.90334
611	1624.644485
612	1624.323779
613	1624.20134
614	1623.751211
615	1623.638921
616	1623.336595
617	1622.712673
618	1622.400169
619	1622.151168
620	1621.841595
621	1621.385587
622	1621.256346
623	1621.039049
624	1620.643072
625	1620.406372
626	1620.228274
627	1619.480408
628	1619.034758
629	1618.953119
630	1618.613726
631	1618.303399
632	1617.946134
633	1617.750243
634	1617.290414
635	1617.146936
636	1616.879499
637	1616.766411
638	1616.326985
639	1615.708141
640	1615.442673
641	1615.214558
642	1614.745037
643	1614.358892
644	1614.084023
645	1613.390224
646	1613.19089
647	1612.933342
648	1612.64495
649	1612.103814
650	1611.984744
651	1611.527008
652	1611.200388
653	1610.967018
654	1610.773587
655	1610.6239
656	1610.247411
657	1609.902557
658	1609.799472
659	1609.396333
660	1609.163855
661	1608.964705
662	1608.538657
663	1608.221014
664	1607.843031
665	1607.515706
666	1606.578959
667	1606.145703
668	1605.733826
669	1605.100503
670	1604.914651
671	1604.543206
672	1604.370875
673	1604.234808
674	1603.92287
675	1603.841217
676	1603.571672
677	1603.281762
678	1603.009636
679	1602.49682
680	1602.259419
681	1601.838866
682	1601.387307
683	1600.930582
684	1600.755171
685	1600.344537
686	1600.012457
687	1599.796677
688	1599.462135
689	1598.960406
690	1598.630303
691	1598.307202
692	1598.246825
693	1598.000074
694	1597.771763
695	1597.513053
696	1597.230999
697	1597.139326
698	1596.743707
699	1596.505424
700	1595.719044
701	1595.480588
702	1595.161736
703	1594.827848
704	1594.782846
705	1594.370631
706	1593.850145
707	1593.670492
708	1593.115961
709	1592.881163
710	1592.47889
711	1592.05145
712	1591.736554
713	1591.61246
714	1591.166573
715	1590.456132
716	1589.883005
717	1589.584569
718	1589.125114
719	1588.82453
720	1587.938829
721	1587.618353
722	1587.040013
723	1586.694005
724	1586.448872
725	1585.952759
726	1585.708901
727	1585.434458
728	1585.325553
729	1585.174981
730	1584.923241
731	1584.373098
732	1583.823626
733	1583.425001
734	1583.098468
735	1583.00847
736	1582.693408
737	1582.323951
738	1582.105003
739	1581.692367
740	1581.450756
741	1581.009993
742	1580.666059
743	1580.200128
744	1580.011376
745	1579.210212
746	1578.891741
747	1578.66975
748	1578.547595
749	1578.309156
750	1578.213142
751	1577.937079
752	1577.512113
753	1577.230825
754	1576.838057
755	1576.516506
756	1575.935499
757	1575.479338
758	1575.215558
759	1574.673337
760	1574.535992
761	1574.079384
762	1573.768687
763	1573.578687
764	1572.945422
765	1572.861606
766	1572.555234
767	1572.126522
768	1571.604484
769	1571.172062
770	1570.795912
771	1570.497042
772	1570.163208
773	1570.023476
774	1569.65824
775	1569.570544
776	1569.347398
777	1569.202947
778	1568.908359
779	1568.582277
780	1568.336106
781	1567.928253
782	1567.33378
783	1567.091053
784	1566.339782
785	1566.098134
786	1565.759263
787	1565.665725
788	1565.484119
789	1565.162208
790	1565.044475
791	1564.921525
792	1564.623606
793	1564.370121
794	1564.275454
795	1563.948325
796	1563.702551
797	1563.570968
798	1563.303927
799	1563.18987
800	1563.023756
801	1562.671785
802	1562.194961
803	1561.856925
804	1561.385246
805	1560.794179
806	1560.42863
807	1559.960529
808	1559.698207
809	1559.545073
810	1559.39632
811	1559.198007
812	1559.103494
813	1559.019014
814	1558.877621
815	1558.68827
816	1558.650647
817	1558.479566
818	1558.203457
819	1558.116309
820	1557.838355
821	1557.475307
822	1557.339242
823	1557.053841
824	1556.809637
825	1556.567632
826	1556.097984
827	1556.038692
828	1555.396304
829	1555.041507
830	1554.912663
831	1554.70868
832	1554.218714
833	1553.809595
834	1553.608472
835	1553.070464
836	1552.725656
837	1552.434317
838	1552.236584
839	1552.106326
840	1551.916993
841	1551.4611
842	1551.073233
843	1550.627115
844	1550.406865
845	1550.127731
846	1549.87729
847	1549.770253
848	1549.572555
849	1549.119562
850	1548.811015
851	1548.513406
852	1548.119349
853	1547.570598
854	1547.351348
855	1547.241809
856	1547.03902
857	1546.816786
858	1546.425158
859	1546.250004
860	1545.737569
861	1545.442362
862	1544.87757
863	1544.699796
864	1544.415251
865	1544.143376
866	1543.785033
867	1543.553654
868	1543.322899
869	1542.918118
870	1542.570267
871	1542.357565
872	1542.275194
873	1542.096365
874	1541.918191
875	1541.565173
876	1541.444191
877	1540.982822
878	1540.739597
879	1540.600517
880	1540.252383
881	1540.147934
882	1539.914227
883	1539.691655
884	1539.409237
885	1538.962012
886	1538.892968
887	1538.4628
888	1538.357681
889	1538.080325
890	1537.978326
891	1537.666933
892	1537.494435
893	1537.172982
894	1537.036326
895	1536.65362
896	1536.439308
897	1536.289595
898	1535.903834
899	1535.559763
900	1535.477151
901	1535.401074
902	1535.278558
903	1535.103001
904	1534.70727
905	1534.556216
906	1534.105762
907	1534.031848
908	1533.573028
909	1533.53665
910	1533.028449
911	1532.815118
912	1532.400246
913	1532.19763
914	1531.82129
915	1531.729238
916	1531.318336
917	1531.093861
918	1530.912086
919	1530.439247
920	1529.983587
921	1529.86145
922	1529.580986
923	1529.196235
924	1529.120983
925	1529.013229
926	1528.776673
927	1528.468028
928	1528.378528
929	1527.925768
930	1527.538366
931	1527.397534
932	1527.278597
933	1526.944598
934	1526.482425
935	1526.393037
936	1526.191743
937	1525.735192
938	1525.640153
939	1525.315169
940	1525.034964
941	1524.510484
942	1524.225289
943	1523.944195
944	1523.830287
945	1523.56289
946	1523.20015
947	1522.850187
948	1522.76007
949	1522.236876
950	1522.16923
951	1522.076117
952	1521.857538
953	1521.801698
954	1521.608031
955	1521.296342
956	1520.966267
957	1520.735045
958	1520.536753
959	1520.46148
960	1520.27534
961	1519.905903
962	1519.561728
963	1519.358535
964	1519.212679
965	1518.711332
966	1518.583085
967	1518.399274
968	1517.853814
969	1517.70809
970	1517.419382
971	1517.077126
972	1516.669967
973	1516.578017
974	1516.482817
975	1516.226972
976	1515.782943
977	1515.626538
978	1515.322896
979	1515.226565
980	1515.13555
981	1515.075698
982	1515.01422
983	1514.660423
984	1514.389942
985	1514.158696
986	1513.830254
987	1513.706344
988	1513.455675
989	1513.284793
990	1513.094904
991	1512.77294
992	1512.470034
993	1512.306574
994	1512.123967
995	1511.914659
996	1511.502642
997	1511.355368
998	1511.226465
999	1511.062662
